author_id_1,author_id_2,n_colab
160397,405099,1
160397,431509,1
160397,488104,1
160397,519393,1
160397,638027,1
160397,1347370,1
160543,426239,1
160543,666476,2
160543,1075736,1
160691,346275,1
160691,708912,1
160830,548794,1
160830,1171170,1
160830,1297956,1
160949,440470,1
160949,1174685,2
160949,1702913,1
160955,161015,1
160955,464431,2
160955,515417,1
160955,618588,1
160955,780828,1
160955,880864,1
160955,908609,1
160955,933760,1
160955,946087,1
160955,1046325,1
160955,1302791,1
160955,1321005,2
160955,1477017,1
160955,1575065,2
160955,1596943,2
160955,1690193,1
160967,468434,1
160967,1130015,1
160967,1338645,1
160967,1612467,1
160978,448549,1
160978,1336245,1
161003,196333,1
161003,908916,1
161003,1193776,1
161003,1330396,1
161003,1331845,1
161015,1186909,1
161043,712148,1
161043,1305119,1
161169,1603275,1
161195,874483,1
161202,1169023,2
161202,1203076,1
161202,1501497,1
161206,360794,1
161206,1102663,2
161206,1279966,1
161248,290611,1
161248,473858,1
161248,553059,1
161248,650363,4
161248,707710,1
161248,770551,1
161248,772572,1
161248,777996,1
161248,848486,1
161248,993990,2
161248,1062485,1
161248,1466400,1
161282,604522,1
161282,1188964,1
161691,522080,2
161691,625259,2
161691,1096870,2
161707,545064,1
161707,1602140,1
161710,512124,1
161710,878685,1
161710,1117469,1
161710,1259503,1
161710,1573607,1
161766,619196,1
161769,308058,1
161769,899386,1
161806,234852,1
161806,862914,1
161806,1390066,1
161806,1478138,1
161824,468977,1
161824,667435,1
161824,1110090,1
161854,429700,1
161854,635823,1
161854,1379870,1
161967,701788,1
161967,1193767,1
162008,976010,1
162008,1186909,1
162042,379400,1
162042,521844,5
162042,539498,1
162042,895042,1
162042,989417,1
162042,1235175,1
162042,1318540,1
162042,1330300,1
162042,1474932,1
162042,1493948,2
162042,1529611,1
162042,1612766,1
162076,427607,1
162119,629317,1
162119,738098,1
162119,853742,1
162119,955017,1
162119,1121610,1
162119,1137089,1
162119,1431590,1
162173,805338,1
162173,1669161,1
162175,393041,1
162175,754354,1
162198,1332663,2
162238,281683,1
162238,303069,1
162238,315137,1
162238,323926,1
162238,803302,1
162238,804971,1
162238,805339,1
162238,1283415,1
162238,1467243,1
162273,1195367,1
162275,525274,1
162506,721874,1
162506,868927,1
162591,254060,2
162591,546860,3
162591,1015011,1
162591,1147501,1
162591,1180813,1
162591,1259726,1
162591,1645759,1
162591,1708361,1
162636,883972,1
162711,236353,1
162711,299335,1
162711,307786,1
162711,324843,1
162711,380231,1
162711,405756,2
162711,430055,2
162711,539646,1
162711,635502,1
162711,650329,1
162711,656478,1
162711,730502,1
162711,737798,1
162711,745197,1
162711,790564,1
162711,890763,1
162711,891033,1
162711,945213,1
162711,947246,5
162711,948060,1
162711,960350,1
162711,1030391,1
162711,1032534,1
162711,1034241,1
162711,1034718,1
162711,1035694,1
162711,1071777,1
162711,1096451,1
162711,1175007,1
162711,1214835,1
162711,1230686,1
162711,1283774,1
162711,1327421,1
162711,1407865,4
162711,1466719,2
162711,1469483,1
162711,1603451,1
162720,1016882,1
162785,1127213,1
162850,216219,1
162850,239784,2
162850,779980,2
162850,803302,1
162850,805339,2
162850,902238,1
162850,919451,2
162850,1125534,1
162850,1132741,4
162850,1312047,1
163009,304819,1
163186,435556,1
163186,519776,1
163186,729107,1
163186,961460,1
163342,297097,1
163379,308619,1
163379,934193,1
163401,297826,1
163401,506007,1
163406,521844,1
163406,1450800,1
163495,232815,1
163495,285923,1
163528,547831,1
163528,1143047,1
163537,1401628,1
163557,170172,1
163620,422127,1
163620,1081386,1
163787,199829,1
163787,288499,1
163787,326573,1
163787,431572,1
163787,498680,1
163787,553801,1
163787,652311,2
163787,796390,1
163787,803514,1
163787,933934,1
163787,1080748,1
163787,1094399,1
163787,1244343,2
163787,1255977,2
163954,1338662,2
163963,410498,1
163963,1127160,1
163963,1668699,1
163972,1155480,1
163982,795198,1
163982,1009561,1
164010,1366752,1
164081,459864,1
164096,448853,1
164096,626339,1
164096,778857,1
164096,844313,1
164096,1062427,1
164096,1077118,1
164165,470272,1
164165,580097,1
164165,976745,1
164316,1480696,1
164378,1033918,1
164378,1149509,1
164533,417997,1
164533,1482777,1
164585,218355,1
164585,539697,1
164585,568091,1
164585,1061759,1
164585,1198854,1
164585,1440387,1
164585,1667192,1
164972,657791,1
164972,741194,1
165012,1511396,1
165012,1708379,1
165101,204746,1
165101,221780,1
165101,478337,2
165101,597843,1
165101,835269,1
165101,861330,2
165101,1128041,1
165101,1631900,1
165163,192138,1
165163,378445,1
165163,929627,1
165223,207518,1
165223,254060,1
165223,320989,1
165223,443163,2
165223,578816,1
165223,684178,1
165223,703190,2
165223,883242,1
165223,1110181,1
165223,1180813,1
165223,1326207,1
165223,1418799,2
165223,1586594,1
165223,1670963,1
165223,1707194,2
165365,299555,1
165365,395674,1
165365,1475709,1
165524,369220,1
165524,482582,1
165524,505499,1
165524,1106530,1
165524,1190103,1
165524,1417840,1
165743,891682,1
165743,912967,1
165743,1608678,1
165885,258080,1
165885,375933,1
165885,567678,1
166269,589490,1
166269,1408057,1
166269,1509852,1
166280,213795,1
166280,215160,1
166280,499393,1
166280,1019030,1
166280,1309943,1
166280,1668129,1
166292,1586020,1
166421,427607,1
166421,937591,1
166421,1174937,1
166421,1504386,1
166426,431268,1
166426,1664238,1
166697,271030,1
166697,304734,2
166697,380965,1
166697,624498,1
166697,662311,1
166697,724914,1
166697,1441320,1
166697,1652699,1
166697,1664823,1
166917,496139,1
166917,1258303,1
167383,475127,2
167383,543324,4
167383,605569,1
167383,645610,2
167383,663800,1
167383,670938,1
167383,706547,1
167383,766456,2
167383,771887,1
167383,811706,2
167383,977453,1
167383,982149,3
167520,395534,1
167520,470674,1
167520,995470,1
167534,414210,1
167534,511249,1
167534,1083606,4
167534,1086673,4
167534,1114942,1
167534,1615886,1
167544,357503,1
167544,538856,1
167544,1398863,1
167544,1564268,1
167743,308723,1
167743,727021,1
167743,769752,1
167780,622050,1
167816,633127,1
167816,662311,1
167816,842800,1
167816,1083464,1
167816,1135761,1
167816,1612968,1
167816,1674447,3
167948,924072,1
167948,1091421,1
167948,1258303,1
168470,556586,1
168470,725901,1
168470,1023458,1
168470,1306027,1
168560,861000,1
168560,1192856,1
168560,1367482,1
168665,1145491,1
168665,1565634,1
168712,1102663,1
169038,1234157,1
169038,1290142,1
169089,1243991,2
169122,332033,1
169122,676393,1
169397,204588,1
169397,531299,1
169397,604732,1
169397,951319,1
169397,1174142,1
169397,1237087,1
169397,1314591,1
169397,1418839,1
169500,1249139,1
169626,447631,1
169626,830522,1
169626,1094968,1
169626,1388746,1
169819,325490,1
169819,682371,1
169819,735744,1
169819,878129,1
169819,1030030,1
170046,700879,1
170046,909500,1
170232,389430,1
170232,1579136,1
170232,1618033,1
170322,204746,1
170322,992688,1
170682,476641,1
170682,579679,1
170682,676168,1
170682,678427,1
170682,871621,1
170682,894915,1
170682,1317466,1
170695,414210,1
170695,705583,1
170695,1175946,1
170695,1256766,1
170711,723236,1
170711,1078041,1
170711,1698681,1
171177,570526,2
171335,282120,1
171335,363207,1
171335,611846,1
171335,701250,1
171585,420756,1
171656,884251,1
171656,1328539,1
172004,743431,1
172004,1075210,1
172025,1423738,1
172025,1524446,1
172047,258080,1
172047,773805,1
172047,774817,1
172047,1650445,1
172192,313401,1
172192,619184,1
172192,1001049,1
172192,1448165,1
172610,699138,1
172610,1076590,1
172704,949817,1
172704,1376707,1
173558,667435,1
173570,364156,1
173570,561805,1
173637,693938,1
173637,1119107,1
173759,368258,1
173759,474825,1
173759,915321,1
173759,924152,1
173759,1170667,1
173836,173903,1
173902,1107234,1
173903,210366,2
173903,221780,4
173903,241913,1
173903,250732,1
173903,294823,1
173903,341132,1
173903,341171,2
173903,398573,3
173903,410585,1
173903,497302,1
173903,508405,1
173903,527332,1
173903,547594,2
173903,678798,1
173903,740917,1
173903,747984,1
173903,809648,1
173903,914212,1
173903,997373,1
173903,1014141,4
173903,1061298,1
173903,1125098,1
173903,1154229,1
173903,1189525,3
173903,1236603,1
173903,1260730,1
173903,1321098,1
173903,1337408,1
173903,1426692,1
173903,1491783,1
173903,1625626,1
173903,1661826,1
173903,1663947,1
173903,1702086,1
173903,1709829,1
173911,519298,1
174042,304819,3
174042,312331,2
174042,455194,1
174042,523535,1
174042,524570,2
174042,562823,2
174042,648781,1
174042,874061,1
174042,1019457,1
174042,1076221,1
174042,1104383,1
174042,1266057,2
174042,1311402,1
174042,1330300,1
174042,1332313,1
174042,1423633,3
174042,1465848,1
174042,1563394,1
174042,1579697,1
174042,1685160,1
174042,1693774,1
174253,794268,1
174253,850904,1
174253,891048,1
174528,1622368,1
174557,404199,1
174557,622070,1
174557,1034397,1
174717,477008,1
174717,874638,1
174717,1183229,1
174717,1330580,1
174719,487270,1
174878,581211,1
174878,828581,1
174878,897707,1
174878,1635948,1
175119,1539010,2
175437,987795,2
175440,393041,1
175440,1018319,1
175678,335900,1
175678,464073,1
175678,670393,1
176059,679579,1
176059,849367,1
176059,875673,1
176059,934414,1
176243,1458143,1
176351,510847,1
176351,549112,1
176351,607696,1
176351,1126131,1
176351,1563394,1
176351,1630443,1
176469,776754,1
176469,1073282,1
176469,1665031,1
176519,426383,1
176519,793281,1
176519,1442843,1
176782,1486217,1
176789,401380,1
176789,1668805,1
176992,313561,1
176992,545115,1
176992,795201,1
176992,886440,1
176992,1002301,1
176992,1164437,1
176992,1202555,1
176992,1224077,1
176992,1323047,2
176992,1384971,1
176992,1431529,1
176992,1635359,1
176992,1648356,3
176996,387807,1
176996,509242,1
177119,384661,1
177119,982741,1
177215,318646,1
177215,591237,2
177215,1511185,1
177228,956838,1
177228,1073282,1
177349,307088,1
177349,883802,1
177449,265505,1
177449,668951,2
177449,676285,1
177503,935815,1
177503,1321030,1
177511,478081,1
177511,1517863,1
177819,204239,1
177819,335900,1
177819,1233006,1
178143,335900,3
178143,670393,1
178143,1005059,2
178143,1298403,1
178143,1545277,1
178424,1025262,1
178837,218540,1
178837,666498,1
178837,1074844,1
178837,1252953,1
178837,1599196,1
178871,864976,7
178871,901489,2
178871,1648356,1
179062,473164,3
179062,1367853,3
179062,1700951,3
179063,185710,1
179063,329464,1
179063,804273,1
179063,1120524,1
179063,1132741,1
179063,1260754,2
179063,1297062,1
179063,1399735,1
179063,1630380,1
179093,1551612,1
179196,267740,1
179196,301618,1
179196,310732,1
179196,518589,2
179196,771608,2
179196,1397672,1
179257,1374767,2
179366,947223,1
179373,252142,1
179373,1354465,1
179523,192388,2
179523,532167,1
179523,667435,1
179533,436462,1
179551,234914,1
179551,387867,1
179551,403422,1
179551,450666,2
179551,730350,1
179551,753992,1
179551,938534,1
179551,1640937,1
179592,416805,1
179610,621252,1
179697,656503,1
180208,347802,1
180208,432232,2
180208,721723,1
180208,912128,1
180208,1136703,2
180208,1206885,1
180208,1609808,1
180287,319651,1
180287,368244,2
180287,374591,1
180287,744597,1
180338,366724,1
180338,524542,1
180338,544526,3
180338,912138,2
180338,1026407,1
180345,544526,2
180517,567114,1
180517,1394723,1
180546,1114938,1
180546,1618301,1
181588,532257,2
181588,869672,1
181588,1553198,2
182038,650363,5
182038,715374,1
182038,1016882,1
182038,1279966,1
182038,1287018,1
182038,1678453,1
182436,805733,1
182436,1370889,1
182478,349024,1
182478,574026,1
182478,1136781,1
182478,1388445,1
182478,1406623,1
182634,1176295,1
182634,1186909,1
182634,1417228,1
182648,807053,1
182648,1629538,1
182786,334130,1
182786,498101,1
182786,636666,1
182960,231565,1
182960,997992,1
182960,1260730,1
182960,1324013,1
182981,281436,1
182981,895738,1
182981,899112,1
182981,1011011,1
182981,1183850,1
183481,581864,1
183481,843432,2
183481,1189525,1
183481,1487412,2
183658,403918,1
183658,1653841,1
184223,1517819,1
184223,1542181,1
184223,1641439,1
184379,254716,1
184379,1034220,1
184379,1609049,1
184935,199814,1
184935,1150296,1
185406,1101447,1
185576,219642,1
185576,582997,1
185679,191728,1
185679,287105,1
185679,1260754,1
185679,1462946,1
185697,300948,1
185697,430382,1
185697,444593,1
185697,1097250,1
185697,1536677,1
185710,1399735,1
185982,190198,1
185982,505499,1
185982,1168120,1
186090,228658,1
186090,460685,1
186090,674651,1
186090,1191316,1
186090,1681596,1
186128,246973,1
186193,384963,1
186193,1417034,1
186193,1602810,1
186337,376719,2
186337,732037,1
186337,948127,2
186337,1186178,1
186347,459772,1
186347,1032455,1
186347,1502047,1
186347,1558416,1
186440,271818,1
186440,1363622,1
186440,1564443,1
186868,483104,1
186868,623706,1
187185,779690,1
187185,1267566,1
187207,785683,1
187207,1450994,1
187240,545064,1
187253,303069,1
187253,805339,1
187293,368913,1
187394,644316,1
187404,620908,1
187404,1331132,1
187404,1643898,1
187448,316578,1
187448,462614,1
187448,803640,2
187450,292168,2
187450,768059,1
187450,1026238,2
187450,1310500,2
187455,604837,1
187455,756954,1
187455,1084444,1
187455,1105765,1
187455,1373565,1
187528,589744,1
187528,1174755,1
187568,671256,1
187568,1011113,1
187568,1063985,1
187611,334622,1
187611,377030,1
187611,1209337,1
187611,1667972,1
187776,741194,1
187776,1585454,1
187824,448090,1
187824,1257035,1
188077,1418723,1
188077,1464978,1
188077,1570308,1
188086,503633,1
188086,510052,1
188086,574732,1
188086,716629,1
188086,793368,1
188086,863939,2
188086,908946,1
188086,1199310,1
188466,209213,1
188466,249271,1
188466,373489,1
188466,457263,1
188466,472439,1
188466,645227,1
188466,1042461,1
188466,1222321,1
188466,1415798,1
188466,1546125,1
188487,1120219,1
188491,712028,1
188491,814352,1
188491,816756,1
188491,1618379,1
188518,307867,1
188518,1364089,1
188742,479067,1
188742,1595463,1
188815,460627,1
188815,1202555,1
188815,1224077,1
188815,1629453,1
188840,315367,1
188840,553715,1
188840,694360,1
188840,1188175,1
188840,1204421,1
188885,411302,1
188885,926476,1
188885,1494260,1
188885,1627225,1
188999,603804,1
188999,725581,1
188999,1707577,1
189062,470207,1
189062,525274,3
189062,846487,1
189062,902238,1
189062,962304,1
189062,986183,2
189062,1006165,1
189062,1014001,1
189062,1035694,1
189062,1100633,1
189062,1302474,2
189062,1306717,1
189062,1354487,1
189067,1259000,1
189209,408535,1
189209,412905,1
189209,434460,1
189209,783490,1
189209,1195943,1
189209,1642756,1
189375,442114,1
189375,503560,1
189375,570876,1
189375,585225,1
189375,729076,1
189375,1120212,1
189375,1521603,1
189375,1530651,1
189384,517203,1
189384,729170,2
189384,1233291,2
189384,1348695,1
189453,258080,1
189453,753154,1
189453,795258,1
189453,1476841,1
189453,1531994,1
189473,191701,1
189473,411831,1
189473,793922,1
189473,1001302,1
189484,432619,1
189484,1063577,1
189484,1170684,1
189484,1347120,1
189484,1402983,2
189484,1463293,1
189578,1287476,1
189668,1053031,1
189668,1131775,1
189668,1513350,2
189722,190380,1
189722,1010104,1
189722,1259503,1
189722,1438620,1
189812,864828,1
189812,923036,1
189812,1662890,1
189897,812876,1
190107,278702,1
190107,618510,1
190107,656503,1
190107,1112456,1
190107,1618138,1
190198,222596,1
190198,239917,1
190198,335803,1
190198,647347,2
190198,666466,1
190198,826486,2
190198,876492,1
190198,1506036,2
190198,1536460,2
190198,1537775,2
190198,1613860,1
190334,666498,1
190334,697256,1
190334,762241,1
190334,840416,1
190334,1027471,1
190334,1242123,1
190334,1576459,1
190380,1010104,1
190380,1259503,1
190380,1438620,2
190447,1271163,1
190447,1630016,1
190521,338699,1
190521,916924,1
190907,194983,1
190907,195501,1
190907,205420,1
190907,223952,1
190907,317587,1
190907,317660,1
190907,320536,1
190907,324421,1
190907,325565,1
190907,393265,1
190907,469982,1
190907,596734,1
190907,860798,2
190907,1640034,1
190907,1652281,1
190907,1688088,1
191004,551399,3
191004,856847,1
191004,1536200,2
191048,440634,1
191048,595755,1
191048,1131413,1
191321,480767,1
191321,650898,1
191321,1169313,1
191321,1286087,1
191321,1604032,1
191321,1604769,1
191434,304734,1
191434,346314,1
191434,498148,1
191434,662311,1
191434,710259,1
191434,995035,4
191434,1069471,1
191434,1086988,2
191434,1347120,1
191434,1395947,2
191434,1505282,1
191434,1555388,1
191434,1652699,1
191537,1247780,1
191701,347802,1
191701,411831,1
191701,793922,1
191701,1001302,1
191728,287105,1
191728,1260754,1
191728,1462946,1
191835,1633944,1
192138,378445,1
192138,929627,1
192242,294812,1
192242,1064277,1
192242,1315198,1
192388,193526,1
192388,312994,1
192388,323362,1
192388,342705,2
192388,355269,1
192388,482333,2
192388,490220,3
192388,513576,1
192388,532167,2
192388,539686,1
192388,597853,1
192388,649305,1
192388,654649,3
192388,667435,1
192388,694258,2
192388,732357,1
192388,735662,2
192388,741194,3
192388,753924,2
192388,834716,1
192388,841367,1
192388,862387,1
192388,966956,2
192388,996578,1
192388,1005748,1
192388,1042096,1
192388,1180633,1
192388,1194680,1
192388,1287554,1
192388,1349575,1
192388,1540612,1
192388,1566928,2
192388,1671395,2
192412,941501,1
192614,1228967,1
192614,1450352,2
192614,1455334,1
192712,632489,1
192712,1167980,1
192712,1533169,1
192712,1570729,1
192931,602978,1
192931,1398305,1
192952,554203,1
193424,508851,3
193424,672079,1
193424,876970,1
193424,1218961,1
193424,1254217,2
193424,1270731,1
193424,1331134,1
193424,1333312,1
193424,1338876,1
193424,1506342,1
193464,367130,1
193464,395534,1
193464,433023,1
193464,1124530,1
193464,1602901,1
193464,1619288,1
193464,1647783,1
193506,1194519,1
193526,321967,1
193526,425736,1
193526,507212,1
193526,601856,1
193526,654649,1
193526,1098396,1
193526,1106702,1
193558,367618,1
193558,982477,1
193558,1225342,1
193598,767742,1
193601,1534243,1
193634,767742,2
193634,827993,1
193634,1333179,1
193634,1480237,1
193733,441682,2
193733,792119,1
193733,817262,2
193733,854051,1
193733,985298,1
193881,330696,1
193881,403672,1
193881,690693,1
193881,914967,1
193881,1118364,1
193881,1122459,1
193881,1147111,1
193912,443924,1
193912,662774,1
193912,908724,1
193912,1196277,1
194983,195501,1
194983,205420,1
194983,223952,1
194983,317587,1
194983,317660,1
194983,320536,1
194983,324421,1
194983,325565,1
194983,393265,1
194983,469982,1
194983,860798,1
194983,1640034,1
194983,1652281,1
194983,1688088,1
194991,1259405,1
194991,1261821,1
194999,575016,3
194999,1105374,1
195127,1344038,1
195375,259146,1
195375,410257,1
195375,895892,1
195375,898824,1
195375,910754,1
195463,515008,1
195501,205420,1
195501,223952,1
195501,317587,1
195501,317660,1
195501,320536,1
195501,324421,1
195501,325565,1
195501,393265,1
195501,469982,1
195501,860798,1
195501,1640034,1
195501,1652281,1
195501,1688088,1
195805,247860,1
195805,500801,1
195805,775787,1
195805,890288,2
195805,934793,1
195805,1274258,1
195805,1637747,1
195823,493101,1
195823,1076464,1
195823,1520217,1
196156,251336,1
196156,313401,2
196156,908726,1
196156,996288,1
196156,1001312,1
196156,1055375,1
196156,1544340,1
196170,1375666,1
196306,581391,1
196306,1196277,1
196318,248127,1
196318,470207,1
196318,525274,1
196318,1006165,1
196333,908916,1
196333,1193776,1
196333,1330396,1
196333,1331845,1
196603,427641,1
196603,434169,1
196603,442902,1
196603,469025,1
196603,526255,1
196603,542651,1
196603,625411,1
196603,640071,1
196603,760993,1
196603,765867,1
196603,1112973,2
196603,1126347,1
196603,1141215,1
196603,1163303,1
196603,1175570,1
196603,1188721,1
196603,1222874,1
196603,1310042,1
196603,1466827,1
196603,1691075,1
196871,240749,1
196871,443690,1
196871,451543,1
196871,477048,1
196871,481233,1
196871,510819,1
196871,794223,1
196871,1229353,1
196871,1238071,1
196900,198106,1
196900,260443,1
196900,405288,1
196900,446675,1
196900,490231,1
196900,945236,1
196900,989367,1
196947,1170605,1
196947,1222321,1
196954,1696242,1
197306,438925,1
197306,769041,2
197306,1524221,2
197547,506007,2
197547,539953,1
197547,603804,1
197547,899671,1
197547,1379132,1
197547,1379594,1
197547,1405542,1
197585,635363,1
197585,950850,1
197590,393041,1
197662,296305,1
197662,1247790,1
197662,1685160,1
197662,1709139,1
197829,805339,1
197829,1125534,1
198044,738261,1
198044,1152684,1
198044,1448121,1
198106,260443,1
198106,405288,1
198106,446675,1
198106,490231,1
198106,945236,1
198106,989367,1
198115,327082,1
198115,1073800,1
198281,840674,1
198281,1117163,1
198281,1466400,1
198701,277028,1
198755,708915,1
198755,839850,1
199122,470338,1
199122,806669,1
199122,938233,1
199122,1094272,1
199122,1102337,1
199122,1197032,1
199189,363687,1
199189,1311436,1
199223,504006,1
199223,641750,1
199223,1141261,1
199312,902599,1
199434,364578,1
199434,468434,1
199661,909257,1
199661,1130067,1
199681,1528306,1
199814,1150296,1
199829,553801,1
199829,652311,1
200013,355931,2
200013,1119348,2
200070,307771,1
200070,391252,1
200070,537416,1
200070,556452,4
200070,635502,1
200070,758430,1
200070,1077586,3
200070,1098098,1
200070,1175007,2
200070,1260754,2
200070,1630380,2
200070,1693056,1
200619,1170667,1
200619,1415534,1
200644,1503940,1
200678,232537,2
200678,341714,1
200678,427975,1
200678,544676,1
200678,547384,1
200678,556452,1
200678,603413,1
200678,649729,1
200678,755006,1
200678,772572,1
200678,793560,1
200678,803038,1
200678,831763,1
200678,982249,1
200773,599377,1
200773,662422,1
200773,1105765,1
200773,1629453,1
200919,1309943,1
201020,205106,1
201020,258363,1
201020,298866,1
201020,302620,1
201020,635365,1
201020,1198740,1
201020,1656632,1
201114,861156,1
201114,1370017,1
201745,478930,5
201745,840537,1
201745,957685,5
201745,1044902,1
201745,1397672,1
201745,1571972,3
202125,705583,1
202217,243350,1
202217,249941,1
202222,401334,1
202302,1160324,1
202302,1184847,1
202411,206385,1
202411,636516,1
202411,910112,1
202411,1343461,1
202430,351890,1
202430,1154229,1
202430,1498454,1
202688,583529,1
202688,664194,1
202688,1509916,1
202705,1202555,1
202905,1112991,1
202905,1175360,1
202905,1194198,1
202905,1442640,1
202905,1575073,3
202905,1599417,2
202905,1618110,1
202961,1233291,1
203580,368640,2
203580,803749,1
203580,921705,1
203660,276456,1
203660,298727,1
203660,512124,1
203660,674934,1
203660,1061784,1
203660,1062529,1
203660,1589587,2
203712,1627376,1
203813,441810,1
203813,530985,1
203813,666476,1
203813,873551,1
203813,1422842,1
203813,1446697,1
203813,1450763,2
203813,1486217,1
203813,1603275,1
204239,335900,1
204239,1233006,1
204341,393572,1
204341,393885,1
204341,512349,1
204341,580621,1
204395,449867,1
204395,507136,1
204395,752293,1
204588,261748,1
204588,275723,1
204588,283268,1
204588,284658,1
204588,414492,1
204588,531299,3
204588,580053,1
204588,596771,1
204588,604732,1
204588,622418,1
204588,882680,1
204588,951319,2
204588,1005471,1
204588,1174142,1
204588,1192850,1
204588,1237087,1
204588,1314591,1
204588,1354514,1
204588,1418839,1
204746,221780,1
204746,253389,1
204746,311701,1
204746,478337,1
204746,664422,1
204746,806829,1
204746,835269,1
204746,836086,1
204746,861330,3
204746,992688,1
204746,1326408,1
204746,1465759,1
204746,1553876,1
204746,1568606,1
204883,633974,1
204883,939299,1
204883,1654747,1
204976,623798,1
204976,966594,1
204976,1087980,1
204976,1240398,1
204976,1579286,1
204995,582638,1
205106,298866,1
205106,1656632,1
205353,799612,1
205353,1154980,2
205353,1602900,2
205402,1316168,1
205415,205950,1
205415,300203,1
205415,691464,1
205415,958387,1
205420,223952,1
205420,310234,1
205420,317587,1
205420,317660,2
205420,320536,1
205420,324421,2
205420,325565,2
205420,393265,2
205420,469982,1
205420,536427,1
205420,550592,1
205420,620050,1
205420,652242,1
205420,653461,1
205420,805715,1
205420,860798,2
205420,933678,1
205420,996195,1
205420,997029,1
205420,1640034,1
205420,1652281,1
205420,1688088,1
205661,418520,2
205661,505110,2
205661,781801,1
205661,1009006,1
205950,300203,1
205950,691464,1
205950,958387,1
206051,870345,1
206051,1452313,1
206170,579093,1
206170,1431565,1
206385,636516,1
206385,910112,1
206385,1343461,1
206610,895697,1
206610,1234705,1
206883,207216,1
206883,567294,1
207216,567294,1
207262,351918,1
207262,667831,1
207262,1193776,1
207267,887709,1
207267,1193789,1
207503,1645759,1
207503,1708361,1
207518,254060,1
207518,320989,1
207518,578816,1
207518,684178,1
207518,1180813,1
207518,1586594,1
207518,1670963,1
207567,622755,1
207567,622776,1
207567,1007037,1
207567,1432695,1
207567,1490755,1
207742,340212,1
207742,1651950,1
207798,420206,1
207798,554203,2
207798,848486,1
207798,880722,1
207798,1077615,1
207798,1136380,1
207798,1524221,1
207798,1535303,1
207798,1566983,2
207970,340198,1
207970,875282,1
208011,533312,1
208011,1300311,1
208011,1305715,1
208011,1660340,1
208245,1404039,1
208363,902431,1
208363,1117872,1
208363,1607252,1
208365,208772,1
208365,816350,1
208365,1027028,1
208365,1309657,1
208365,1398249,1
208406,257498,1
208406,746325,1
208406,1269802,1
208406,1270163,1
208406,1298836,1
208406,1466748,1
208406,1487116,1
208407,477769,2
208407,636326,1
208407,650022,1
208407,715902,1
208407,831462,2
208407,1167734,1
208407,1679983,1
208407,1703171,1
208590,672540,1
208590,1586812,1
208764,426917,1
208764,443284,1
208772,247860,1
208772,329870,1
208772,532470,2
208772,539681,1
208772,649695,2
208772,672170,3
208772,705348,1
208772,708915,1
208772,816350,7
208772,839850,1
208772,890288,1
208772,897688,1
208772,913139,1
208772,918886,1
208772,975037,1
208772,1027028,4
208772,1033984,1
208772,1034275,1
208772,1097853,1
208772,1165140,1
208772,1175360,1
208772,1183850,1
208772,1194710,1
208772,1240325,2
208772,1309657,3
208772,1392075,2
208772,1398249,1
208772,1479095,1
208772,1540428,1
208772,1590832,1
208807,1178293,1
208818,1654628,1
208858,319166,1
208858,1497731,1
209063,392730,1
209063,1241207,1
209063,1317729,1
209063,1398863,1
209063,1643372,1
209063,1650357,1
209082,1024578,1
209107,245985,1
209107,264210,1
209107,501491,1
209107,615425,1
209107,948127,1
209107,1297291,1
209198,239254,1
209198,308434,1
209198,333907,1
209198,611229,1
209198,1437453,1
209198,1511211,1
209203,354406,1
209203,430119,1
209203,515593,1
209203,1310883,1
209203,1412127,1
209203,1663236,1
209213,249271,1
209213,373489,1
209213,457263,1
209213,472439,1
209213,645227,1
209213,1222321,1
209213,1415798,1
209213,1546125,1
209223,242543,1
209223,848537,1
209223,1537985,1
209237,781098,1
209237,1262359,1
209600,1544173,1
209600,1669946,1
209645,318275,1
209645,1618546,1
210216,1027532,1
210216,1304547,1
210216,1325560,1
210232,734086,1
210232,1133740,3
210232,1212505,1
210366,294823,1
210366,525262,1
210366,527332,1
210366,619018,1
210366,847570,1
210366,889788,1
210366,937528,1
210366,1124811,1
210366,1154229,1
210366,1189525,1
210366,1260730,1
210366,1402213,1
210366,1556072,1
210628,301236,2
210628,367820,1
210628,393017,2
210628,445544,1
210628,625964,1
210628,658822,2
210628,790935,1
210628,942986,9
210628,1557684,1
210628,1616924,1
210628,1695417,1
210628,1707001,1
210667,518751,1
210667,827780,1
210667,964254,1
210667,1140634,1
210667,1335463,1
210667,1357344,1
210727,542610,1
210727,937667,1
210792,1308748,1
210915,417010,1
210915,463242,1
210915,481403,1
210915,771614,1
210915,822317,1
210915,939302,1
210915,1138265,1
210915,1517929,1
210915,1555571,1
210955,1007442,2
210955,1135749,1
210955,1215280,2
211081,1534339,1
211132,654742,1
211297,1062154,1
211358,1233336,1
211358,1559761,1
211358,1560265,1
211488,627602,1
211488,850790,1
211488,1199310,1
211530,1533098,1
211530,1546480,1
211575,1004894,1
211575,1355258,1
211688,304819,1
211688,567385,2
211688,875089,1
211722,793486,1
211722,861163,1
211975,1302047,1
212008,231185,1
212008,402664,1
212008,1682464,1
212288,449022,2
212288,1102663,1
212288,1131204,3
212288,1298740,1
212288,1307195,2
212288,1488051,1
212590,864216,1
212953,774817,1
212953,1682226,1
213228,445693,1
213228,464174,1
213228,957091,1
213228,976347,1
213228,978363,1
213228,1269764,1
213795,215160,1
